"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Kenya","KEN","Internally displaced persons, new displacement associated with disasters (number of cases)","VC.IDP.NWDS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000","92000","54000","19000","98000","180000","1400","105000","49000","35000","336000","74000","335000","36000","318000","641000","","",
"Kenya","KEN","Transport services (% of commercial service exports)","TX.VAL.TRAN.ZS.WT","","","","","","","","","","","","","","","","46.9771154869609","52.2663358147229","38.891402714932","39.6533682145193","44.1733746130032","42.1149365777893","40.2955115695567","37.8460484239379","39.1214256112722","38.8898868331238","34.5463902367298","31.2812417784792","30.0389364779175","29.977186311787","29.1046285492026","32.0470442238271","31.6229238984","31.6354546572145","56.593502638285","56.0322671698023","59.4938468266873","55.690082544318","48.8012298691972","48.3629068986","50.7631990590753","56.5935026382851","56.0322671698024","59.4938468266874","55.6900825443182","48.801229869197","48.3589749339546","49.9790059033419","46.7770902392613","50.8448087900485","49.3476450780787","54.7000728366996","52.1118792756958","53.0766739662981","54.0401748214118","51.7859521203935","52.6228252777036","46.0323095101078","42.8780831496836","42.3458364166531","47.1146263483082","32.4412652418046","33.3642679799301","34.8393854105916","29.3087302413434","29.2722670736573","",
"Kenya","KEN","Computer, communications and other services (% of commercial service exports)","TX.VAL.OTHR.ZS.WT","","","","","","","","","","","","","","","","16.0723789249603","11.9106699751861","19.4570135746608","16.9391759319817","13.9318885448915","11.1830183794978","4.99024254251484","4.68250342622214","5.49108992954849","5.20926890605354","4.32289369210443","3.07813733228109","4.28301257092004","2.84220532319409","2.86269933877884","7.12996389891602","9.32905903061192","9.22837356062712","4.19939751699252","6.18693346449122","3.45591195367363","3.21005180785005","10.6896863786292","12.9902448810963","14.8076142389783","4.19939751699236","6.18693346449099","3.45591195367342","3.2100518078496","10.6896863786296","12.9891627277047","15.0461416313282","14.9917661891419","19.0237890748445","18.6193749100069","14.0910696894486","14.4752905188588","16.3801485836574","17.4349837502053","21.6072245499011","18.8040976787781","18.6843399044394","17.2476520221173","16.3234953115701","17.2233100429286","22.3462206674488","24.1882352489988","18.0045468583992","13.2932159749246","12.9806008487478","",
"Kenya","KEN","Merchandise exports by the reporting economy, residual (% of total merchandise exports)","TX.VAL.MRCH.RS.ZS","0","0","0","0","0","0","1.23763797291093E-15","0","0","0","0","0","0","0","0","5.86190244974898E-15","0","1.13418913747243E-14","0","0","0","0","0","-7.03099705869961E-15","0","-1.0223806038717E-13","-2.98287757320688E-13","-1.12193558558277E-13","7.0323155691555E-14","7.77482600099361E-14","0","0","0","-1.84121628828344E-13","0","0","4.40197693854347E-14","-1.51401942289452E-13","0","0","0","0.0731492055560626","0.0287437958370574","0.000452080255377368","0.00478975442290393","0.00910773980527627","0.000452585768005249","0.0014658398984822","5.19890033154173E-05","0.00152378514887432","0.0151387605841533","0.00582709476935547","2.41064904803912E-05","0","0","0.339199277275164","4.23187145867022E-07","0","0.503799707700236","8.41172336251922E-05","0.00169140656464159","0.00887557806166562","0.0063003149169663","0.00728525047896491","","",
"Kenya","KEN","Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)","TX.VAL.MRCH.R3.ZS","0.405679513184584","0.393313667649951","0.273473108477666","0.246507806080526","0.232558139534884","","0.0664451827242525","0.0722021660649819","0.133651721434172","0.102329248551035","0.0935893167609958","0.0835558526430316","0.162752848174843","0.117913617006133","0.104321111069321","0.112901671298782","0.0677050941369367","0.0199799629514401","0.0244359561649345","0.00618281429131325","0.00375368330173983","0.0149278815260052","","","","","","0.0061772774637527","0.0743939829956939","0.0743939829956939","","0.00547952711680982","0.0203813280736358","0.0545748915525598","0.0849228605461331","0.0800094875719527","0.0499334643206107","0.0603899519570847","0.0798739443924447","0.166423393748471","0.209383549319481","0.236717610018945","0.0942988382532067","0.256279302863632","0.369969057914131","0.243317325744329","0.15011795100356","0.187612525465673","0.149504707206016","0.0893292282161911","0.0844373373429479","0.0797090661369381","0.107897629344685","0.136588811103476","0.630366484292353","0.585212334677555","0.461560685238775","0.458185389849878","0.251095938405906","0.140933190249568","0.123891076667314","0.123045625463171","0.276358208152645","0.194085871595076","","",
"Kenya","KEN","Merchandise exports to high-income economies (% of total merchandise exports)","TX.VAL.MRCH.HI.ZS","83.8742393509128","81.6125860373648","82.6800364630811","81.7584223500411","82.093023255814","79.7881010594947","81.1960132890365","78.7725631768953","50.520350702117","51.0002264663697","50.6954463063663","47.4415909034343","53.5500271254747","55.496269232138","54.0876257742428","52.5700865645044","61.7107197376604","72.4719876162287","69.8500053197895","67.0790289418585","60.7147183628481","58.2191333919904","61.0822042314389","61.3806575357332","63.7203895177404","63.7203895177405","63.7203895177406","60.9498586713793","66.8765140814415","66.8765140814415","47.7936560241771","67.2773178136265","68.5064102564102","51.5385363162027","49.147132047361","43.9834185936011","44.2431653643948","45.4425460286207","41.8494470409523","52.7432611670171","40.5347840747085","36.9194200660362","39.4155328484046","38.7083239341417","36.9015057293937","39.0920083138551","43.3534944846161","42.5992615779489","40.0996317452948","40.1901879539291","39.2944180781351","37.7142135998232","39.2517949344752","40.1402510375088","43.1819132150191","42.1163651797232","42.6402604679527","43.111055021303","45.5485134659456","46.5687497073662","44.0580286682646","43.1899250436634","42.6050878815288","39.6072593605924","","",
"Kenya","KEN","Manufactures exports (% of merchandise exports)","TX.VAL.MANF.ZS.UN","","","","","","","","","","","","","","","","","15.4002341723209","9.9756489335612","13.0453390727914","13.6886059386784","12.1323359491684","11.3262993021409","12.0571393313262","11.590262204269","9.91309279875626","11.3916373468912","10.5014775044947","12.543820295733","","","29.2458408965765","20.1336397190149","35.8602047357311","27.9810312453769","28.8222453842823","27.558953096345","26.3367861451378","25.2286012537134","23.5807636028922","22.118108807278","20.6858900203536","23.0964479433971","23.7311466712264","24.0832749604327","25.6001828484239","31.8873421942039","35.5065676109416","36.7679896165843","36.4832104940872","36.4039561747493","33.9382917512363","","","36.2665274525392","","31.4898443198335","31.48034207126","28.2853900186226","28.4256487011968","30.771023580879","27.9150529974214","30.1574020795398","30.7644416223676","30.7389570885549","30.7255302645218","",
"Kenya","KEN","Food exports (% of merchandise exports)","TX.VAL.FOOD.ZS.UN","","","","","","","","","","","","","","","","","52.381625108567","66.1527260707259","59.5517509136748","56.5305740423992","43.8469544230195","45.9392104057405","51.3954012988631","59.4346583027553","63.2382624867476","63.5754449416973","70.3153639357449","63.3128773284302","","","49.1581945183051","52.2215907440058","43.5710172601261","52.6817096307784","56.4147099249544","56.0570055499442","56.5872874593055","55.4441079177436","58.3839969943319","58.1868544391171","59.0132464998646","59.4925675206882","31.6511969657365","42.4398112420861","51.8856689144605","37.6442282456954","42.5796593804197","42.7506677716821","44.1453279391528","43.7216723255365","46.8891665026198","","","45.4833364112751","","43.4873140804759","44.861667085692","51.3087979360635","51.2184018611817","43.7223572503984","48.2167381219354","47.5153219865695","48.7182042771137","48.9805623380495","49.2307044642774","",
"Kenya","KEN","Medium and high-tech exports (% manufactured exports)","TX.MNF.TECH.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.87968966827","8.05035994406624","5.89627468201732","9.75302451329291","16.2541486891881","16.8728799816724","15.5841137277287","14.2426194581029","16.3197422155512","16.499684454806","15.084024714673","19.0410776238315","18.8336981347751","16.3247611281668","17.6635831884259","15.1416233843868","18.0381756637451","20.9809105200987","17.6774826932022","25.6869753454804","24.9278162315006","24.9278162315006","21.6249048193983","21.6249048193983","21.6249048193983","20.8499002830664","24.4629997655172","19.9019298724882","21.4752226518093","23.6086565709228","21.1651083416444","20.4173409914979","18.5213531241296","","","",
"Kenya","KEN","Commercial service imports (current US$)","TM.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","245942047.044829","258989177.337769","278859788.109125","375838521.017308","329484700.286686","461443865.193627","412489714.041693","327585930.668706","294556968.85686","324895283.203823","307872692.403269","348581908.688802","397459862.78316","443114649.717418","499697006.030714","597649550.58092","541877717.404474","500887217.34497","903117997.235573","1030722565.82604","926276515.322831","785614895.362911","1103492384.38377","1214329423.341","1314382990.88557","687649169.942357","735364600.179831","604936711.631469","590899499.776949","818910393.466336","969712839.340621","1252125859.25855","1498773914.40448","1716287403.01322","1652563471.88786","1889836002.5161","1955742305.3153","2228185583.32574","1955939027.52585","3084112790.82199","3077338065.3066","2539194064.63164","2846639409.92844","3613325515.59231","3594797335.24024","3269890644.37991","4018483581.05139","5457822945.76182","5330679424.94325","5434558118.03097","",
